slug_or_id,score,in_gd4h,topic
4050-vernouillet-1,0.35097805,False,89
4050-vernouillet,0.35097805,False,89
3931-chauny,0.3446423,False,89
4070-chennevilliere,0.34393358,False,89
3394-calonne,0.34375742,False,89
3350-bornes,0.34309182,False,89
3385-bachant,0.34298053,False,89
3841-gournay,0.3417133,False,89
3684-reims,0.34152457,False,89
3612-conches,0.33937553,False,89
4042-lambersart-1,0.33865708,False,89
4042-lambersart,0.33865708,False,89
3694-denain,0.3386176,False,89
3433-orthez,0.33806494,False,89
bornes-de-recharge,0.33795673,False,89
3966-lege,0.3378987,False,89
4111-brest,0.33732468,False,89
4045-peyrehorade,0.33727425,False,89
3731-leucate,0.33674112,False,89
3597-meze,0.33540368,False,89
3122-bornes-de-recharge,0.33521906,False,89
3716-les-ulis,0.33509785,False,89
3434-auby,0.33434364,False,89
4053-bruyeres-charlemagne,0.33414343,False,89
3739-beauvais,0.3322035,False,89
4165-flers,0.3298791,False,89
3574-vendargues,0.32951686,False,89
3366-coquelles,0.32892957,False,89
3183-fontbeauzard,0.3288692,False,89
3603-givet,0.32858735,False,89
3275-vichy-poincare,0.32629713,False,89
3372-chelles,0.32623512,False,89
4041-montlouis-sur-loire,0.3260737,False,89
2434-flers,0.32598236,False,89
3668-hendaye,0.32595068,False,89
4063-lieuran,0.32418123,False,89
borne-de-recharge-7,0.3240662,False,89
borne-de-recharge-5,0.3240662,False,89
3845-borne-de-recharge,0.3240662,False,89
3838-le-havre,0.32313278,False,89
3813-chatelrault,0.32108244,False,89
4010-chatonnay,0.3190452,False,89
3287-montrejeau,0.31808156,False,89
3965-muille-villette,0.31806293,False,89
3194-rognac,0.31779638,False,89
3822-beaucaire,0.31702384,False,89
3832-beaucaire,0.31702384,False,89
3549-chocques,0.31687135,False,89
3693-toulouse-netwiller,0.31682497,False,89
3970-lomme,0.31603703,False,89
3119-leguevin,0.31550393,False,89
3571-luneray,0.3153745,False,89
3773-blanquefort,0.31483522,False,89
3917-amiens,0.3141408,False,89
3799-audruicq,0.31362727,False,89
3784-vierzon,0.3131531,False,89
3754-marly,0.3108233,False,89
3814-saran-jonquilles,0.30820942,False,89
3573-villeneuve-sur-lot,0.30586472,False,89
4019-courtry,0.3036389,False,89
3461-vitrolles,0.30242372,False,89
3932-chadrac,0.30205837,False,89
2932-rosiere,0.30127618,False,89
3572-ales-mons,0.29822797,False,89
3591-chilly-mazarin,0.29446685,False,89
3958-meulan-en-yvelines,0.29392406,False,89
2935-marguerittes,0.2938936,False,89
3875-salaise-sur-sanne,0.2928693,False,89
3349-mauguio,0.29156503,False,89
3046-la-motte-servolex,0.28908247,False,89
3455-marquise,0.28571886,False,89
4040-chalons-rolland,0.28478312,False,89
3759-jeumont,0.28408945,False,89
3074-montaubant-paris,0.28382632,False,89
3655-beaune-verottes,0.28301588,False,89
3791-montelimar,0.2809019,False,89
4099-voisins,0.27645898,False,89
