slug_or_id,score,in_gd4h,topic
4050-vernouillet-1,0.19240774,False,89
4050-vernouillet,0.19240774,False,89
3931-chauny,0.18893446,False,89
4070-chennevilliere,0.18854593,False,89
3394-calonne,0.18844935,False,89
3350-bornes,0.18808447,False,89
3385-bachant,0.18802346,False,89
3841-gournay,0.18732877,False,89
3684-reims,0.1872253,False,89
3612-conches,0.18604718,False,89
4042-lambersart-1,0.18565333,False,89
4042-lambersart,0.18565333,False,89
3694-denain,0.18563168,False,89
3433-orthez,0.18532872,False,89
bornes-de-recharge,0.18526939,False,89
3966-lege,0.18523759,False,89
4111-brest,0.1849229,False,89
4045-peyrehorade,0.18489525,False,89
creches-tm,0.1848443,False,84
3731-leucate,0.18460299,False,89
3597-meze,0.1838698,False,89
3122-bornes-de-recharge,0.18376859,False,89
3716-les-ulis,0.18370214,False,89
3434-auby,0.18328868,False,89
4053-bruyeres-charlemagne,0.18317893,False,89
3739-beauvais,0.18211545,False,89
horodateurs-tm,0.18135935,False,84
4165-flers,0.1808412,False,89
3574-vendargues,0.18064262,False,89
3366-coquelles,0.18032067,False,89
3183-fontbeauzard,0.18028755,False,89
3603-givet,0.18013306,False,89
ludotheques-tm,0.17903824,False,84
ludotheques,0.17903824,False,84
3275-vichy-poincare,0.17887755,False,89
3372-chelles,0.17884356,False,89
4041-montlouis-sur-loire,0.17875506,False,89
2434-flers,0.17870499,False,89
3668-hendaye,0.17868762,False,89
4063-lieuran,0.1777176,False,89
borne-de-recharge-7,0.17765453,False,89
borne-de-recharge-5,0.17765453,False,89
3845-borne-de-recharge,0.17765453,False,89
3838-le-havre,0.17714284,False,89
quartiers-de-proximite-tm,0.17649257,False,84
3813-chatelrault,0.17601882,False,89
4010-chatonnay,0.174902,False,89
3287-montrejeau,0.17437373,False,89
3965-muille-villette,0.17436352,False,89
3194-rognac,0.17421739,False,89
3822-beaucaire,0.1737939,False,89
3832-beaucaire,0.1737939,False,89
3549-chocques,0.17371029,False,89
3693-toulouse-netwiller,0.17368487,False,89
les-quartiers-de-tourcoing-1,0.17327791,False,84
3970-lomme,0.17325293,False,89
quartiers-de-sevres,0.17308863,False,84
3119-leguevin,0.17296067,False,89
3571-luneray,0.17288971,False,89
3773-blanquefort,0.17259407,False,89
3917-amiens,0.17221339,False,89
3799-audruicq,0.17193186,False,89
3784-vierzon,0.17167191,False,89
3754-marly,0.17039472,False,89
3814-saran-jonquilles,0.16896178,False,89
sanisette-tm,0.168621,False,84
secteurs-de-proximite-tm,0.16831318,False,84
3573-villeneuve-sur-lot,0.1676764,False,89
