slug_or_id,score,in_gd4h,topic
compte-administratif-2014-blagnac,0.18503869,False,326
compte-administratif-2017-blagnac,0.18503869,False,326
compte-administratif-2015-blagnac,0.18503869,False,326
compte-administratif-2016-blagnac,0.18503869,False,326
compte-administratif-2015-ccas-blagnac,0.18489699,False,326
compte-administratif-2016-ccas-blagnac,0.18489699,False,326
compte-administratif-2017-ccas-blagnac,0.18489699,False,326
compte-administratif-2014-ccas-blagnac,0.18489699,False,326
creches-tm,0.18082866,False,84
horodateurs-tm,0.17741942,False,84
compte-administratif-2014-restauration-blagnac,0.17728487,False,326
compte-administratif-2019-restauration-blagnac,0.17728487,False,326
compte-administratif-2017-restauration-blagnac,0.17728484,False,326
compte-administratif-2015-restauration-blagnac,0.17728484,False,326
compte-administratif-2016-restauration-blagnac,0.17728484,False,326
ludotheques-tm,0.17514874,False,84
ludotheques,0.17514874,False,84
quartiers-de-proximite-tm,0.17265837,False,84
compte-administratif-2017-aeroscopia-blagnac,0.1703835,False,326
compte-administratif-2015-aeroscopia-blagnac,0.1703835,False,326
compte-administratif-2016-aeroscopia-blagnac,0.1703835,False,326
compte-administratif-2014-aeroscopia-blagnac,0.1703835,False,326
les-quartiers-de-tourcoing-1,0.16951354,False,84
quartiers-de-sevres,0.16932838,False,84
sanisette-tm,0.1649578,False,84
secteurs-de-proximite-tm,0.16465665,False,84
a-oger,0.16000815,False,84
indeminites-des-elus-locaux-de-trelaze-nd,0.16000815,False,84
zone-30-tm,0.15920348,False,84
compte-administratif-2019-services-a-domicile-blagnac,0.15768707,False,326
compte-administratif-2017-aide-a-domicile-blagnac,0.1576602,False,326
compte-administratif-2014-aide-a-domicile-blagnac,0.1576602,False,326
compte-administratif-2015-aide-a-domicile-blagnac,0.1576602,False,326
compte-administratif-2016-aide-a-domicile-blagnac,0.1576602,False,326
compte-administratif-2021,0.15676877,False,326
compte-administratif-2019,0.15676877,False,326
compte-administratif-2020,0.15676877,False,326
compte-administratif-2018,0.15676877,False,326
compte-administratif-2022,0.15676877,False,326
compte-administratif-2017-2,0.15676877,False,326
compte-administratif-2015-3,0.15676877,False,326
compte-administratif-2016-4,0.15676877,False,326
comptes-administratifs-1,0.15555567,False,326
zone-fao-de-peche-30378680,0.15509988,True,84
zones-inondables-a-martigues,0.15423189,False,84
assemblee-des-territoires-territoires-vecus,0.15404321,False,84
quartiers-auxerre,0.15340899,False,84
compte-administratif-2019-transport-blagnac,0.15231554,False,326
prive-zone-de-chalandise-gouraud,0.15117028,False,84
compte-administratif-2015-transports-blagnac,0.15110403,False,326
compte-administratif-2017-transports-blagnac,0.15110403,False,326
compte-administratif-2014-transports-blagnac,0.15110403,False,326
compte-administratif-2016-transports-blagnac,0.15110403,False,326
essences-dans-les-forets-cors,0.15056835,False,84
dechetteries,0.14987274,False,84
ca-2018-budget-principal,0.14845216,False,326
grille-regionale-au-pas-de-250m-idf,0.14828698,False,84
intercommunalites-epci,0.14750946,False,84
arceaux-a-velo,0.1461449,False,84
les-unions-de-quartier,0.14612687,False,84
lieux-de-culte-a-issy-les-moulineaux,0.14442883,False,84
delimitation-des-20-quartiers-4,0.14397384,False,84
arrondissements-de-marseille,0.14365785,False,84
arrondissements-de-marseille-nd,0.14365785,False,84
perimetres-de-protection-du-territoire-site-unesco-val-dorleans,0.14362687,False,84
emplacement-des-cimetieres-metz,0.14324623,False,84
quartiers-1,0.13945316,False,84
permanences-quartiers-elus-blagnac,0.13912903,False,84
poles-territoriaux-tm,0.13907029,False,84
poles-territoriaux,0.13907029,False,84
foret-descoublac-secteurs,0.13866803,False,84
perimetres-de-protection-du-territoire-zone-de-protection-unesco-val-dorleans,0.13738583,False,84
territoire-de-chasse-de-martigues,0.13629647,False,84
aires-de-covoiturage-en-gironde1,0.13620456,False,84
aires-de-covoiturage-en-gironde-2,0.13620456,False,84
aires-de-covoiturage-en-gironde-1,0.13620456,False,84
sanisettes-5,0.1361779,False,84
fabriques-de-territoire,0.13547485,False,84
ilevia-abris-a-velos,0.13521822,False,84
aires-pietonnes-tm,0.13466059,False,84
emplacement-des-dechetteries-3,0.13388295,False,84
pays-du-departement-de-la-manche,0.13137403,False,84
compte-administratif-2022-14k-1,0.13067892,False,326
delimitation-des-cantons-3,0.13021572,False,84
ecoles-elementaires-blagnac,0.12992986,False,84
emplacement-des-canisites,0.1296481,False,84
regions-simplified-by-geoapi,0.12868181,False,84
zone-maritime-30378727,0.12752116,True,84
c2023-sbep-001,0.12570055,False,84
rangee-cimetiere-metz,0.12459231,False,84
batiments-publics-evry-courcouronnes,0.12112012,False,84
ecoles-maternelles-blagnac,0.12061837,False,84
zones-bleues-tm,0.11931731,False,84
compte-administratif-2022-plaine-vallee-1,0.118514776,False,326
parcellaire-de-1830-toulouse,0.1180757,False,84
domaines-rge,0.117789,False,84
faits-constates-zone-gendarmerie-00000000,0.11690873,False,84
recensement-des-plages-a-anglet,0.11554694,False,84
morbihan-habitat-1,0.11531307,False,84
lieux-de-cultes-a-issy-les-moulineaux,0.11342607,False,84
parcellaire-de1830-tm,0.11310067,False,84
parcellaire-de-1680-tm,0.11310067,False,84
